#,Date Posted,Time Posted,Author,Post Text,Retweets,Favorites,Source,Overall Sentiment,Postive,Neutral,Negative
17,10/8/2022,6:23 PM,@SucBety,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter Web App,Neutral,33.30%,33.40%,33.30%
18,10/8/2022,6:20 PM,@MizzDtoU,RT @broken_fliss: Just watched #HIGNFY from last night & am SO glad to see #KamiKwasi on there about his despicable behaviour at the #queen…,7,47,Twitter for Android,Positive,40%,20%,40%
19,10/8/2022,6:04 PM,@boltonlover22,But... https://t.co/YNFmRiUyTF #queensfuneral,0,0,Twitter for Android,Neutral,33.30%,33.40%,33.30%
20,10/8/2022,5:50 PM,@PillenJim,RT @Katylaws: I was not emotionally prepared for this #queensfuneral #queenspets https://t.co/cTeNPE7QtS,516,"5,923",Twitter for iPhone,Positive,50%,25.10%,25%
21,10/8/2022,5:41 PM,@timjredmond1,RT @broken_fliss: Just watched #HIGNFY from last night & am SO glad to see #KamiKwasi on there about his despicable behaviour at the #queen…,7,47,Twitter for Android,Positive,40%,20%,40%
22,10/8/2022,5:35 PM,@DuncanIrvine1,Very hard to believe it has been a month already. Ever in our hearts and God Save the King #queensfuneral… https://t.co/CPkB0LKLki,0,4,Twitter for iPhone,Negative,25%,25.10%,50%
23,10/8/2022,5:23 PM,@DolphinRita,RT @kevwgs: Shout out for Princess Anne. That’s all. #queensfuneral https://t.co/OUN8QbkoLO,"4,806","103,218",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
24,10/8/2022,5:18 PM,@SicherCarol,RT @Theresa21345391: I don’t have words…. Other than elegant 🖤 #queensfuneral #QueenElizabethII #QueenElizabeth #ThePrincessofWales #Meghan…,26,303,Twitter for iPad,Positive,50%,25.10%,25%
25,10/8/2022,5:14 PM,@RichaNekongo,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter Web App,Neutral,33.30%,33.40%,33.30%
26,10/8/2022,5:08 PM,@StoreWee,RT @StoreWee: Digital Marketing Blogs and Articles Service https://t.co/Im5uu6WeS3 #Digital #DigitalMarketing #digitalmarketingservices #se…,8,3,Twitter Web App,Neutral,33.30%,33.40%,33.30%
27,10/8/2022,4:54 PM,@Carmelita34379,RT @houseofmaji: Why you deserve clean drinking water 💦. House of Maji got you covered. Call/Whatsapp us on 0112 363100 or visit us at Gate…,6,8,Twitter for Android,Positive,66.60%,16.70%,16.70%
28,10/8/2022,4:52 PM,@JudeHider,RT @NiceThingsShow: How many times can the cast of cult 1960s classic #LostInSpace say “bollocks” in one episode? Place your bets! #Bollock…,503,"1,410",Twitter for Android,Positive,50%,25.10%,25%
29,10/8/2022,4:10 PM,@23Danibell,@catturd2 Hey @JustinTrudeau your buddy you all need to be on a talent show instead of puppets for the #WEF… https://t.co/vlSmM8S8ne,0,1,Twitter for Android,Neutral,33.30%,33.40%,33.30%
30,10/8/2022,3:57 PM,@KampongWong,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter Web App,Neutral,33.30%,33.40%,33.30%
31,10/8/2022,3:55 PM,@TeeOry,RT @Theresa21345391: I don’t have words…. Other than elegant 🖤 #queensfuneral #QueenElizabethII #QueenElizabeth #ThePrincessofWales #Meghan…,26,303,Twitter for iPad,Positive,50%,25.10%,25%
32,10/8/2022,3:52 PM,@urunique64,The Queen Elizabeth's Funeral 😪😪 https://t.co/r2FZRgbCDE #Europe #ASUUstrike #queensfuneral #QueenElizabeth… https://t.co/RWJLYmO7Z2,0,1,Twitter Web App,Neutral,33.30%,33.40%,33.30%
33,10/8/2022,3:43 PM,@Lavenderchina,RT @broken_fliss: Just watched #HIGNFY from last night & am SO glad to see #KamiKwasi on there about his despicable behaviour at the #queen…,7,47,Twitter Web App,Positive,40%,20%,40%
34,10/8/2022,3:35 PM,@muhanguzivicen3,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter Web App,Neutral,33.30%,33.40%,33.30%
35,10/8/2022,2:52 PM,@Naimkhanjoy,"RT @Naimkhanjoy: I will customize WordPress Avada theme,the7 theme,betheme,woodmart,flatsome,impreza theme Hire Me : https://t.co/cG7owTi9…",8,6,Twitter for Android,Neutral,33.30%,33.40%,33.30%
36,10/8/2022,2:48 PM,@hitcoinmaxi,RT @NiceThingsShow: How many times can the cast of cult 1960s classic #LostInSpace say “bollocks” in one episode? Place your bets! #Bollock…,503,"1,410",Twitter for iPhone,Positive,50%,25.10%,25%
37,10/8/2022,2:40 PM,@Fear53447241,RT @official_Mvbz: New Lil Baby song leaked!! https://t.co/ftdMr9yayi #lilpump #lilbaby #queensfuneral #QueenElizabethII #dreamfacereveal…,1,1,Twitter Web App,Neutral,25%,50.10%,25%
38,10/8/2022,2:39 PM,@ZeppelinWire,RT @broken_fliss: Just watched #HIGNFY from last night & am SO glad to see #KamiKwasi on there about his despicable behaviour at the #queen…,7,47,Twitter for Android,Positive,40%,20%,40%
39,10/8/2022,2:38 PM,@cw_hawes,RT @HistoryRoadshow: NEW VIDEO 🎞 A tribute to HM Queen Elizabeth II 👸🏻 Watch Full Video @YouTube Channel HERE ↙️ https://t.co/yDA3OMO7vq…,7,7,Twitter Web App,Neutral,28.50%,57.20%,14.30%
40,10/8/2022,2:35 PM,@TrevorC76866085,RT @broken_fliss: Just watched #HIGNFY from last night & am SO glad to see #KamiKwasi on there about his despicable behaviour at the #queen…,7,47,Twitter for Android,Positive,40%,20%,40%
41,10/8/2022,2:19 PM,@IUICARKANSAS,RT @iuiccincinnati: #IUIC #beyonce #nfl #trending #rapper #israel #puertorico #HurricaneFiona #queensfuneral https://t.co/5SrPWFQCLZ,1,5,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
42,10/8/2022,1:50 PM,@dr_Giuli0,"RT @GynsNTalk: #queensfuneral Sehr beeindruckend, aber ich hab Paddington doch vermisst.",2,45,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
43,10/8/2022,1:38 PM,@LargeWlarge63,"RT @rosaluxglobal: Though the #queensfuneral has dominated headlines for the last weeks, the cost of living crisis is making life difficult…",2,4,Twitter Web App,Negative,16.70%,16.70%,66.60%
44,10/8/2022,1:35 PM,@rosaluxglobal,"Though the #queensfuneral has dominated headlines for the last weeks, the cost of living crisis is making life diff… https://t.co/oBNpW0npbG",2,4,Twitter Web App,Negative,16.70%,16.70%,66.60%
45,10/8/2022,1:27 PM,@LebotPython,RT @Naimkhanjoy: https://t.co/YD2m6RLKsg #WordPress #Web3 #webdesign #AdamLevine #NFTDay #HTML #CSS #100DaysOfCode #Developer #Coding #PAK…,22,8,LeetPython,Neutral,33.30%,33.40%,33.30%
46,10/8/2022,1:27 PM,@FRCretweets,RT @Naimkhanjoy: https://t.co/YD2m6RLKsg #WordPress #Web3 #webdesign #AdamLevine #NFTDay #HTML #CSS #100DaysOfCode #Developer #Coding #PAK…,22,8,FRCRetweets,Neutral,33.30%,33.40%,33.30%
47,10/8/2022,1:27 PM,@xaelbot,RT @Naimkhanjoy: https://t.co/YD2m6RLKsg #WordPress #Web3 #webdesign #AdamLevine #NFTDay #HTML #CSS #100DaysOfCode #Developer #Coding #PAK…,22,8,xael bot,Neutral,33.30%,33.40%,33.30%
48,10/8/2022,1:27 PM,@codedailybot,RT @Naimkhanjoy: https://t.co/YD2m6RLKsg #WordPress #Web3 #webdesign #AdamLevine #NFTDay #HTML #CSS #100DaysOfCode #Developer #Coding #PAK…,22,8,codedailybot,Neutral,33.30%,33.40%,33.30%
49,10/8/2022,1:27 PM,@codedailybot,RT @Naimkhanjoy: https://t.co/YD2m6RLKsg #WordPress #Web3 #webdesign #AdamLevine #NFTDay #HTML #CSS #100DaysOfCode #Developer #Coding #PAK…,22,8,codedailybot,Neutral,33.30%,33.40%,33.30%
50,10/8/2022,1:27 PM,@codedailybot,RT @Naimkhanjoy: https://t.co/YD2m6RLKsg #WordPress #Web3 #webdesign #AdamLevine #NFTDay #HTML #CSS #100DaysOfCode #Developer #Coding #PAK…,22,8,codedailybot,Neutral,33.30%,33.40%,33.30%
51,10/8/2022,1:27 PM,@codedailybot,RT @Naimkhanjoy: https://t.co/YD2m6RLKsg #WordPress #Web3 #webdesign #AdamLevine #NFTDay #HTML #CSS #100DaysOfCode #Developer #Coding #PAK…,22,8,codedailybot,Neutral,33.30%,33.40%,33.30%
52,10/8/2022,1:27 PM,@codedailybot,RT @Naimkhanjoy: https://t.co/YD2m6RLKsg #WordPress #Web3 #webdesign #AdamLevine #NFTDay #HTML #CSS #100DaysOfCode #Developer #Coding #PAK…,22,8,codedailybot,Neutral,33.30%,33.40%,33.30%
53,10/8/2022,1:26 PM,@nod3bot,RT @Naimkhanjoy: https://t.co/YD2m6RLKsg #WordPress #Web3 #webdesign #AdamLevine #NFTDay #HTML #CSS #100DaysOfCode #Developer #Coding #PAK…,22,8,nod3bot,Neutral,33.30%,33.40%,33.30%
54,10/8/2022,1:26 PM,@nod3bot,RT @Naimkhanjoy: https://t.co/YD2m6RLKsg #WordPress #Web3 #webdesign #AdamLevine #NFTDay #HTML #CSS #100DaysOfCode #Developer #Coding #PAK…,22,8,nod3bot,Neutral,33.30%,33.40%,33.30%
55,10/8/2022,1:25 PM,@XeronBot,RT @Naimkhanjoy: https://t.co/YD2m6RLKsg #WordPress #Web3 #webdesign #AdamLevine #NFTDay #HTML #CSS #100DaysOfCode #Developer #Coding #PAK…,22,8,Xeron TweetBot,Neutral,33.30%,33.40%,33.30%
56,10/8/2022,1:25 PM,@Naimkhanjoy,RT @Naimkhanjoy: https://t.co/YD2m6RLKsg #WordPress #Web3 #webdesign #AdamLevine #NFTDay #HTML #CSS #100DaysOfCode #Developer #Coding #PAK…,22,8,Twitter for Android,Neutral,33.30%,33.40%,33.30%
57,10/8/2022,1:24 PM,@ChrisRy35451352,RT @broken_fliss: Just watched #HIGNFY from last night & am SO glad to see #KamiKwasi on there about his despicable behaviour at the #queen…,7,47,Twitter for iPad,Positive,40%,20%,40%
58,10/8/2022,1:17 PM,@liljaecourse,The Queen Elizabeth's Funeral 😪😪 https://t.co/otlCAEXo9Y #Europe #ASUUstrike #queensfuneral #QueenElizabeth… https://t.co/yuvuQ2PpXn,1,1,Twitter Web App,Neutral,33.30%,33.40%,33.30%
59,10/8/2022,1:14 PM,@broken_fliss,Just watched #HIGNFY from last night & am SO glad to see #KamiKwasi on there about his despicable behaviour at the… https://t.co/DRJ4iF8af3,7,47,Twitter for Android,Positive,40%,20%,40%
60,10/8/2022,12:48 PM,@tktk54,RT @SharonWilliams_: My beloved Queen. ‘’May flights of angels sing thee to thy rest’’. #queensfuneral #westminsterabbey #queen #queeneliz…,1,5,Twitter Web App,Positive,50%,25.10%,25%
61,10/8/2022,12:36 PM,@an12frnc,"RT @FedeMazzocchi1: Un mese fa , dietro ai cancelli di Balmoral , hai poggiato scettro e corona dopo 70 anni di duro lavoro . Ti ricorderò…",1,3,Twitter for Android,Neutral,33.30%,33.40%,33.30%
62,10/8/2022,12:11 PM,@aashif_iyc,RT @aashif_iyc: #RahulGandhi #BJP MLA from #Rajashthan reached assembly with a cow but the cow refused to participate in BJP's cow politics…,25,62,Twitter for Android,Negative,10%,10%,80%
63,10/8/2022,12:10 PM,@FedeMazzocchi1,"Un mese fa , dietro ai cancelli di Balmoral , hai poggiato scettro e corona dopo 70 anni di duro lavoro . Ti ricord… https://t.co/gJx2vBBVhd",1,3,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
64,10/8/2022,11:37 AM,@nialldillon80,RT @EddieHughes4WN: I held my breath for every step... These lads are amazing 👏 #queensfuneral https://t.co/lUp3qjqVec,86,"1,881",Twitter for iPhone,Positive,50%,25.10%,25%
65,10/8/2022,11:04 AM,@PasonKisusange,The Queen Elizabeth's Funeral 😪😪 https://t.co/Zh6PRX8Aj6 #Europe #ASUUstrike #queensfuneral #QueenElizabeth… https://t.co/LsG42EpXUV,0,2,Twitter Web App,Neutral,33.30%,33.40%,33.30%
66,10/8/2022,10:30 AM,@CHARRONPUGSLEYH,Latest update on FLOWERS FOR A QUEEN. nearly there. Only a few more hours….. #QueenElizabethII #queensfuneral https://t.co/q94WxXy5kd,0,4,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
67,10/8/2022,10:25 AM,@HansSars8,RT @CNOX8Traders: $NVDA $279 #NVDA #Envidia #cnox8traders #queensfuneral #Iran #MartialLaw #QueenElizabethII #putinisdead #stockmarketcrash…,1,0,Twitter for Android,Neutral,33.30%,33.40%,33.30%
68,10/8/2022,8:43 AM,@LatimerNell,RT @NiceThingsShow: How many times can the cast of cult 1960s classic #LostInSpace say “bollocks” in one episode? Place your bets! #Bollock…,503,"1,410",Twitter for iPhone,Positive,50%,25.10%,25%
69,10/8/2022,8:07 AM,@yusuke0028,RT @ThamesPhoto: The Queen's Funeral seen from Horse Guards Parade featuring the Queen's Guards and The London Eye. #queensfuneral #QueenEl…,1,1,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
70,10/8/2022,8:05 AM,@Lucky_Country_,RT @nutzypeanutz: Queen’s Funeral - Skye Boat Song #queensfuneral #SkyeBoatSong #outlander #QueenElizabethII #QueenElizabethIIMemorial http…,187,747,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
71,10/8/2022,7:38 AM,@ThamesPhoto,The Queen's Funeral seen from Horse Guards Parade featuring the Queen's Guards and The London Eye. #queensfuneral… https://t.co/vlgMgTDFgs,1,1,Twitter Web App,Neutral,33.30%,33.40%,33.30%
72,10/8/2022,7:18 AM,@frisky_drisky,@jjassociatesYin @RadioAndrewE @BBCLeeds One week before #hurricaneIan swept through...the public holiday for… https://t.co/wZD5XIviP8,0,1,Twitter for Android,Neutral,33.30%,33.40%,33.30%
73,10/8/2022,7:04 AM,@summerpoca,"RT @screthmn: ✨ Rekomendasi Outer Cardigan Linen Kekinian, Kece abisss ✨ A thread Adam suseno reza arap haechan bucin rossa #HAECHAN #que…",44,50,Twitter for Android,Neutral,33.30%,33.40%,33.30%
74,10/8/2022,6:03 AM,@GayeMaddi,缅甸真人娱乐赌场 缅甸北部地区赌博平台 #JO1 #ZeeNuNew #queensfuneral https://t.co/4phyBn4TeU,0,0,Twitter for Android,Neutral,33.30%,33.40%,33.30%
75,10/8/2022,5:49 AM,@100pWilt,@Rap 21 Savage best song denying he’s British 🇬🇧 he should’ve paid respects to the #queensfuneral,0,0,Twitter for iPhone,Negative,25%,25.10%,50%
76,10/8/2022,5:40 AM,@A56658262Ali,Karachi to Lahore tour | Punjab #shorts #shortvideo #shortsvideo #karach... https://t.co/87Q2RU3o48 via @YouTube… https://t.co/dnLK1cBTgP,0,0,Twitter Web App,Neutral,33.30%,33.40%,33.30%
77,10/8/2022,2:44 AM,@ShirellHill3,RT @IAmSophiaNelson: #MeghanMarkIe true bad ass! They tried to break her. They couldn't. They sullied her. Lied. Belittled. Ranted. Attacke…,885,"8,019",Twitter for Android,Negative,18.20%,9.10%,72.70%
78,10/8/2022,2:43 AM,@TheRealDealDoS,RT @IAmSophiaNelson: #MeghanMarkIe true bad ass! They tried to break her. They couldn't. They sullied her. Lied. Belittled. Ranted. Attacke…,885,"8,019",Twitter for iPhone,Negative,18.20%,9.10%,72.70%
79,10/8/2022,2:29 AM,@MattDam25917260,RT @Whistle020: I wonder why Ben Roberts-Smith can attend #queensfuneral after what he's done in #Afghanistan. https://t.co/eDRgTvgIb3,104,100,Twitter Web App,Neutral,33.30%,33.40%,33.30%
80,10/8/2022,2:26 AM,@Bin29004204,RT @Whistle020: I wonder why Ben Roberts-Smith can attend #queensfuneral after what he's done in #Afghanistan. https://t.co/eDRgTvgIb3,104,100,Twitter Web App,Neutral,33.30%,33.40%,33.30%
81,10/8/2022,1:41 AM,@Christo72001319,"Fuck the Queen, eat royalty alive Tsar Nicholas begging for chairs Laughter the reply - even their God dies today D… https://t.co/1sxfJMQuv3",0,1,Twitter Web App,Negative,25%,25.10%,50%
82,10/8/2022,1:38 AM,@Christo72001319,Dear Queen Elizabeth II family: Welcome to Hell And Shadowland Nobody mourns the mourner Nobody wants to be within… https://t.co/1qGRQdTwdK,0,1,Twitter Web App,Positive,40%,20%,40%
83,10/8/2022,1:12 AM,@Forever_Rayyan,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
84,10/8/2022,1:10 AM,@Prerna63501140,"RT @Prerna63501140: #queensfuneral #QueenElizabethIIMemorial For Indian, she n british royal family r a living symbol of plunder n killing…",1,0,Twitter for iPhone,Negative,25%,25.10%,50%
85,10/8/2022,1:10 AM,@1905uAFAN,RT @goktuganefesol: Desteklerinizle %55 e Ulaştık. Şimdi Daha Sıkı Sarılma Vakti Oğlumuza Desteklerinizi Esirgemeyin Ki #göktugiçindogsungu…,171,244,Twitter for Android,Neutral,33.30%,33.40%,33.30%
86,10/8/2022,12:44 AM,@clarksprecious,"UK, #MetPolice instead of being racist, evil, towards #PrincessMeghan, I hope they found the cause of death of Jack… https://t.co/3lYEk6tBn9",1,4,Twitter Web App,Negative,18.20%,9.10%,72.70%
87,10/8/2022,12:07 AM,@VimaleshRajput4,Vimalesh Rajput Cid comedy videosVirat #MartialLaw #Putin #QueenElizabethII #comedy #queensfuneral #TSmidnigh… https://t.co/MfXQv4urmd,0,0,Twitter for Android,Negative,16.70%,16.70%,66.60%
88,10/7/2022,11:36 PM,@JodelMikel,@JClaireBurke @Lemon18194378 @scobie @VINGproject 100% damage control PR following the #queensfuneral,0,1,Twitter Web App,Negative,25%,25.10%,50%
89,10/7/2022,10:25 PM,@Georgieanne_CA,"Everyone holding up phones looks like they are all doing a Nazi Salute as the Hearst passes. Not what they'd want,… https://t.co/tIZGCFjywM",0,0,Twitter for Android,Positive,66.60%,16.70%,16.70%
90,10/7/2022,10:23 PM,@Smoker15960809,"RT @RSKellner: #JillBiden got #Latinos mad calling them tacos, then aroused the #British by not wearing a hat to the #QueensFuneral. She ha…",28,35,Twitter for Android,Negative,25%,25.10%,50%
91,10/7/2022,10:10 PM,@Bronwen10430,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter for Android,Neutral,33.30%,33.40%,33.30%
92,10/7/2022,10:08 PM,@PeterTolar1,RT @SussexRoyalGlow: I’m certain that The Queen was the nicest person to her in that family. #MeghanMarkle #DuchessMeghan #QueensFuneral…,915,"15,680",Twitter for iPad,Neutral,33.30%,33.40%,33.30%
93,10/7/2022,10:06 PM,@roundthecloc,"RT @seven__: Can you make yourself cry? Meghan Markle: Oh, I can do that so well! OMG it's crazy. They're like, Meghan, one tear, left eye,…",675,"1,558",Twitter Web App,Negative,28.60%,14.30%,57.10%
94,10/7/2022,10:05 PM,@seabiscuit_22,"RT @seven__: Can you make yourself cry? Meghan Markle: Oh, I can do that so well! OMG it's crazy. They're like, Meghan, one tear, left eye,…",675,"1,558",Twitter for Android,Negative,28.60%,14.30%,57.10%
95,10/7/2022,10:05 PM,@RoccoHowat1,"RT @seven__: Can you make yourself cry? Meghan Markle: Oh, I can do that so well! OMG it's crazy. They're like, Meghan, one tear, left eye,…",675,"1,558",Twitter for iPhone,Negative,28.60%,14.30%,57.10%
96,10/7/2022,9:30 PM,@laladeeyy,"RT @screthmn: ✨ Rekomendasi Outer Cardigan Linen Kekinian, Kece abisss ✨ A thread Adam suseno reza arap haechan bucin rossa #HAECHAN #que…",44,50,Twitter for Android,Neutral,33.30%,33.40%,33.30%
97,10/7/2022,9:00 PM,@NxVerah,RT @septimusajprime: William and Kate left Louie at home because they couldn’t control him last time 😭 #queensfuneral https://t.co/B57rqgqv…,"2,776","42,029",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
98,10/7/2022,8:48 PM,@MarkWoollard3,@imacelebrity @antanddec @hollywills and #phillipschofield will do anything to jump a queue. #ThisMorning #queuejumpers #queensfuneral,0,1,Twitter Web App,Neutral,33.30%,33.40%,33.30%
99,10/7/2022,8:25 PM,@TLlanelli,"RT @David_Strathdee: Now that we have a king, these sorts of events will all take much longer, since he can only move along the floor one s…","31,358","313,414",Twitter Web App,Neutral,16.60%,66.70%,16.60%
100,10/7/2022,8:19 PM,@Luuucy724,"RT @Heidi_BTerrier: If the Queen’s pony, the corgis, the removal of the crown and the lone piper wasn’t enough to get emotional about… Padd…",35,462,Twitter for iPhone,Negative,16.70%,16.70%,66.60%
101,10/7/2022,8:19 PM,@Luuucy724,"RT @Heidi_BTerrier: If the Queen’s pony, the corgis, the removal of the crown and the lone piper wasn’t enough to get emotional about… Padd…",35,462,Twitter for iPhone,Negative,16.70%,16.70%,66.60%
102,10/7/2022,8:12 PM,@official_Mvbz,New Lil Baby song leaked!! https://t.co/ftdMr9yayi #lilpump #lilbaby #queensfuneral #QueenElizabethII… https://t.co/tOEmqgiikQ,1,1,Twitter Web App,Neutral,25%,50.10%,25%
103,10/7/2022,7:24 PM,@thetalentguru,.@bbc #sussexsquad Veteran broadcaster #DavidDimbleby accused BBC of being too scared to criticise the… https://t.co/84qAm2V1et,1,3,Twitter Web App,Negative,16.70%,16.70%,66.60%
104,10/7/2022,7:19 PM,@BullionEx,👑End Of An Era: New Britannia Release Marks Touching Final Tribute To Queen Elizabeth II👑 Buy Now👉… https://t.co/tr02ZwD6Pj,0,0,Twitter Web App,Positive,50%,25.10%,25%
105,10/7/2022,6:55 PM,@EdwinaW81764237,Not even One Nigga in sight #queensfuneral https://t.co/fXgP2w3M0W,0,0,Twitter Web App,Neutral,33.30%,33.40%,33.30%
106,10/7/2022,6:52 PM,@kaptenhan,"RT @screthmn: ✨ Rekomendasi Outer Cardigan Linen Kekinian, Kece abisss ✨ A thread Adam suseno reza arap haechan bucin rossa #HAECHAN #que…",44,50,Twitter for Android,Neutral,33.30%,33.40%,33.30%
107,10/7/2022,6:07 PM,@NionLogos182,RT @eggplantuk: @greatmoviesuk Nice to see your silent tribute today for the #queensfuneral instead of ad breaks... but do you really think…,1,1,Twitter for iPad,Positive,66.60%,16.70%,16.70%
108,10/7/2022,6:06 PM,@HjgYjg3,RT @ClaudiaGodaddy: Are you looking for a Website Designer? I will create a professional Website for your Business. Please Contact me for m…,8,2,Twitter Web App,Positive,50%,25.10%,25%
109,10/7/2022,6:04 PM,@anika_sila,RT @ransfamilllyyyy: Queen yourself in your own way #kenal #ferdysambo #cryptocrash #sismo #singel #pacar #queensfuneral #AtletiRea…,1,1,Twitter for Android,Neutral,33.30%,33.40%,33.30%
110,10/7/2022,6:03 PM,@silentbazz,RT @NiceThingsShow: How many times can the cast of cult 1960s classic #LostInSpace say “bollocks” in one episode? Place your bets! #Bollock…,503,"1,410",Twitter for Android,Positive,50%,25.10%,25%
111,10/7/2022,5:34 PM,@usamaiqbal1233,RT @usamaiqbal1233: #queensfuneral #QueenElizabethII #cryptocrash #BBNajia7 #XIUMIN_SummerRoyalty https://t.co/wsvOlbqgVF,1,2,Twitter for Android,Neutral,33.30%,33.40%,33.30%
112,10/7/2022,5:26 PM,@demaudierrr_,"RT @screthmn: ✨ Rekomendasi Outer Cardigan Linen Kekinian, Kece abisss ✨ A thread Adam suseno reza arap haechan bucin rossa #HAECHAN #que…",44,50,Twitter for Android,Neutral,33.30%,33.40%,33.30%
113,10/7/2022,4:59 PM,@moses_livhuwani,RT @Morganphoenix9: #queensfuneral Looking for modern house plans and construction services WhatsApp:0787623623 https://t.co/O1jabqvCWP,1,3,Twitter Web App,Positive,50%,25.10%,25%
114,10/7/2022,4:46 PM,@colin_herty,Of course there were moving moments during #queensfuneral service. Irrespective of beliefs there always will be on suc…,0,0,Twitter Web App,Neutral,40%,40.10%,20%
115,10/7/2022,4:14 PM,@AlfredoBaldo,SE RUMORA LA NUEVA PELÍCULA DE DISNEY DONDE SE DARA A CONOCER LA VIDA DE LA REINA ISABEL. #reinaisabel… https://t.co/0ETYmh0JSl,0,2,Twitter for Android,Neutral,33.30%,33.40%,33.30%
116,10/7/2022,4:03 PM,@Ant_intellizen,"RT @PawfectCreati0n: Goodbye our wonderful Queen, Good night, sleep tight and thank you xoxo #queenelizabeth #queen #HRH #RoyalFamily #cor…",2,5,Twitter Web App,Positive,66.60%,16.70%,16.70%
117,10/7/2022,3:35 PM,@meloche_e,"RT @figyver: @stephenfry “There might be a lot wrong with Britain today, but by God we can still throw a damn fine funeral. Damn fine!” #qu…",297,"5,403",Twitter for Android,Negative,10.50%,5.30%,84.20%
118,10/7/2022,2:27 PM,@Lencyco1,"RT @Lencyco1: Rekomendasi paket biar tampil mulus ne. Pembersih, biar glowing, gg kusam, flek hitam. 1. https://t.co/5FK95x38bH 2. https:…",24,20,Twitter for Android,Positive,50%,25.10%,25%
119,10/7/2022,2:18 PM,@Jc4pmTomski,RT @larnswick: I have never been a conspiracy theorist but the way the #KwasiKwarteng behaviour at the #queensfuneral is not being reporte…,736,"2,137",Twitter Web App,Negative,25%,25.10%,50%
120,10/7/2022,1:00 PM,@Sharmi619,"RT @hearmeplaypiano: Is that Princess of Pegging, Rose Hanbury I see entering the Abbey? Should she be in church? The stories circulating a…",27,171,Twitter for Android,Neutral,33.30%,33.40%,33.30%
121,10/7/2022,12:34 PM,@sheopee2,"RT @screthmn: ✨ Rekomendasi Outer Cardigan Linen Kekinian, Kece abisss ✨ A thread Adam suseno reza arap haechan bucin rossa #HAECHAN #que…",44,50,Twitter for Android,Neutral,33.30%,33.40%,33.30%
122,10/7/2022,12:24 PM,@SamAcheson1,What an extraordinarily poignant moment as The Queen's coffin passes Buckingham Palace for the very last time. #queensfuneral 🇬🇧,0,0,Twitter Web App,Positive,50%,25.10%,25%
123,10/7/2022,12:22 PM,@kyafns_,"RT @screthmn: ✨ Rekomendasi Outer Cardigan Linen Kekinian, Kece abisss ✨ A thread Adam suseno reza arap haechan bucin rossa #HAECHAN #que…",44,50,Twitter for Android,Neutral,33.30%,33.40%,33.30%
124,10/7/2022,12:20 PM,@__Joseph5,RT @Mah_vika2: Black beaut😍😍😍😍 who wants a replica??? · HAPPENING NOW · #queensfuneral #ASUUStrikeMustEnd #itswhatshewouldhavewanted #Leice…,3,6,Twitter for Android,Negative,25%,25.10%,50%
125,10/7/2022,12:16 PM,@aboutnds,"RT @screthmn: ✨ Rekomendasi Outer Cardigan Linen Kekinian, Kece abisss ✨ A thread Adam suseno reza arap haechan bucin rossa #HAECHAN #que…",44,50,Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
126,10/7/2022,12:14 PM,@EzamaJeremiah,"RT @GICTDAO: 🥳GICDAO X BABY AROF 🥳 150 BABY AROF NFT character airdrop 🎁🎁 Rules 1. Follow @gictdao @icpnft2 & @gundro3 2. RT, 💗 & tag 5…",227,259,Twitter for Android,Neutral,16.60%,66.70%,16.60%
127,10/7/2022,12:00 PM,@shopeetimes,"RT @screthmn: ✨ Rekomendasi Outer Cardigan Linen Kekinian, Kece abisss ✨ A thread Adam suseno reza arap haechan bucin rossa #HAECHAN #que…",44,50,Twitter for Android,Neutral,33.30%,33.40%,33.30%
128,10/7/2022,10:44 AM,@MsJupette,RT @ItsMisharlie: The Duchess of Sussex #queensfuneral https://t.co/oU9KWQJ4uP,"29,941","533,029",Twitter for iPhone,Neutral,33.30%,33.40%,33.30%
129,10/7/2022,10:41 AM,@Refereadeline,"RT @mickcooke72: So proud to be British today , but these young men deserve 🏅 For there hardwork & loyalty over the last week 👏👏👏 #queensf…",2,14,Twitter Web App,Positive,80%,10%,10%
